Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Labeled Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Protocol REF	Parameter Value[Instrument]	Parameter Value[Ion source]	Parameter Value[Mass analyzer]	MS Assay Name	Raw Spectral Data File	Protocol REF	Data Transformation Name	Protocol REF	Data Transformation Name	Derived Transformation Name	Metabolite Assignment File 
INCOV011-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV011-AC	Labelling samples	labeled_INCOV011-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV011-AC	blank	Data transformation	metabolite_identification_INCOV011-AC	metabolite identification	metabolite_identification_INCOV011-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV011-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV011-BL	Labelling samples	labeled_INCOV011-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV011-BL	blank	Data transformation	metabolite_identification_INCOV011-BL	metabolite identification	metabolite_identification_INCOV011-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV012-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV012-AC	Labelling samples	labeled_INCOV012-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV012-AC	blank	Data transformation	metabolite_identification_INCOV012-AC	metabolite identification	metabolite_identification_INCOV012-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV012-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV012-BL	Labelling samples	labeled_INCOV012-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV012-BL	blank	Data transformation	metabolite_identification_INCOV012-BL	metabolite identification	metabolite_identification_INCOV012-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV013-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV013-AC	Labelling samples	labeled_INCOV013-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV013-AC	blank	Data transformation	metabolite_identification_INCOV013-AC	metabolite identification	metabolite_identification_INCOV013-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV013-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV013-BL	Labelling samples	labeled_INCOV013-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV013-BL	blank	Data transformation	metabolite_identification_INCOV013-BL	metabolite identification	metabolite_identification_INCOV013-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV014-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV014-BL	Labelling samples	labeled_INCOV014-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV014-BL	blank	Data transformation	metabolite_identification_INCOV014-BL	metabolite identification	metabolite_identification_INCOV014-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV015-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV015-AC	Labelling samples	labeled_INCOV015-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV015-AC	blank	Data transformation	metabolite_identification_INCOV015-AC	metabolite identification	metabolite_identification_INCOV015-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV015-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV015-BL	Labelling samples	labeled_INCOV015-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV015-BL	blank	Data transformation	metabolite_identification_INCOV015-BL	metabolite identification	metabolite_identification_INCOV015-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV016-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV016-AC	Labelling samples	labeled_INCOV016-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV016-AC	blank	Data transformation	metabolite_identification_INCOV016-AC	metabolite identification	metabolite_identification_INCOV016-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV016-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV016-BL	Labelling samples	labeled_INCOV016-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV016-BL	blank	Data transformation	metabolite_identification_INCOV016-BL	metabolite identification	metabolite_identification_INCOV016-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV017-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV017-AC	Labelling samples	labeled_INCOV017-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV017-AC	blank	Data transformation	metabolite_identification_INCOV017-AC	metabolite identification	metabolite_identification_INCOV017-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV017-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV017-BL	Labelling samples	labeled_INCOV017-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV017-BL	blank	Data transformation	metabolite_identification_INCOV017-BL	metabolite identification	metabolite_identification_INCOV017-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV018-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV018-AC	Labelling samples	labeled_INCOV018-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV018-AC	blank	Data transformation	metabolite_identification_INCOV018-AC	metabolite identification	metabolite_identification_INCOV018-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV018-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV018-BL	Labelling samples	labeled_INCOV018-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV018-BL	blank	Data transformation	metabolite_identification_INCOV018-BL	metabolite identification	metabolite_identification_INCOV018-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV019-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV019-AC	Labelling samples	labeled_INCOV019-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV019-AC	blank	Data transformation	metabolite_identification_INCOV019-AC	metabolite identification	metabolite_identification_INCOV019-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV019-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV019-BL	Labelling samples	labeled_INCOV019-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV019-BL	blank	Data transformation	metabolite_identification_INCOV019-BL	metabolite identification	metabolite_identification_INCOV019-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV020-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV020-AC	Labelling samples	labeled_INCOV020-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV020-AC	blank	Data transformation	metabolite_identification_INCOV020-AC	metabolite identification	metabolite_identification_INCOV020-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV020-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV020-BL	Labelling samples	labeled_INCOV020-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV020-BL	blank	Data transformation	metabolite_identification_INCOV020-BL	metabolite identification	metabolite_identification_INCOV020-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV022-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV022-AC	Labelling samples	labeled_INCOV022-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV022-AC	blank	Data transformation	metabolite_identification_INCOV022-AC	metabolite identification	metabolite_identification_INCOV022-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV022-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV022-BL	Labelling samples	labeled_INCOV022-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV022-BL	blank	Data transformation	metabolite_identification_INCOV022-BL	metabolite identification	metabolite_identification_INCOV022-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV023-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV023-AC	Labelling samples	labeled_INCOV023-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV023-AC	blank	Data transformation	metabolite_identification_INCOV023-AC	metabolite identification	metabolite_identification_INCOV023-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV023-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV023-BL	Labelling samples	labeled_INCOV023-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV023-BL	blank	Data transformation	metabolite_identification_INCOV023-BL	metabolite identification	metabolite_identification_INCOV023-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV024-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV024-AC	Labelling samples	labeled_INCOV024-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV024-AC	blank	Data transformation	metabolite_identification_INCOV024-AC	metabolite identification	metabolite_identification_INCOV024-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV024-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV024-BL	Labelling samples	labeled_INCOV024-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV024-BL	blank	Data transformation	metabolite_identification_INCOV024-BL	metabolite identification	metabolite_identification_INCOV024-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV025-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV025-AC	Labelling samples	labeled_INCOV025-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV025-AC	blank	Data transformation	metabolite_identification_INCOV025-AC	metabolite identification	metabolite_identification_INCOV025-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV025-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV025-BL	Labelling samples	labeled_INCOV025-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV025-BL	blank	Data transformation	metabolite_identification_INCOV025-BL	metabolite identification	metabolite_identification_INCOV025-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV026-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV026-AC	Labelling samples	labeled_INCOV026-AC	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV026-AC	blank	Data transformation	metabolite_identification_INCOV026-AC	metabolite identification	metabolite_identification_INCOV026-AC	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
INCOV026-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	Handled by Metabolon Inc.	extract_INCOV026-BL	Labelling samples	labeled_INCOV026-BL	Chromatography	Waters ACQUITY HPLC	Mass spectrometry	Thermo Scientific Q-Exactive	HESI-II	Orbitrap	mass_spectrometry_INCOV026-BL	blank	Data transformation	metabolite_identification_INCOV026-BL	metabolite identification	metabolite_identification_INCOV026-BL	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-data.csv	../../data/Su_2020_FAIR\metabolomics\metabolomics_Su_2020_feature-metadata.csv
