Sample Name	Protocol REF	Parameter Value[Post Extraction]	Extract Name	Protocol REF	Labeled Extract Name	Protocol REF	Parameter Value[PEA Instrument]	Parameter Value[Panel size]	Parameter Value[Panel amount]	Protocol REF	Parameter Value[real-time PCR machine]	Raw Spectral Data File	Protocol REF	Feature Annotation File
INCOV128-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV128-BL	Labelling samples	labeled_INCOV128-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV130-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV130-AC	Labelling samples	labeled_INCOV130-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV130-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV130-BL	Labelling samples	labeled_INCOV130-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV131-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV131-AC	Labelling samples	labeled_INCOV131-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV131-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV131-BL	Labelling samples	labeled_INCOV131-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV132-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV132-AC	Labelling samples	labeled_INCOV132-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV132-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV132-BL	Labelling samples	labeled_INCOV132-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV133-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV133-AC	Labelling samples	labeled_INCOV133-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV133-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV133-BL	Labelling samples	labeled_INCOV133-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV134-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV134-AC	Labelling samples	labeled_INCOV134-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV134-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV134-BL	Labelling samples	labeled_INCOV134-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV135-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV135-AC	Labelling samples	labeled_INCOV135-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV135-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV135-BL	Labelling samples	labeled_INCOV135-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV136-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV136-AC	Labelling samples	labeled_INCOV136-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV136-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV136-BL	Labelling samples	labeled_INCOV136-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV137-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV137-AC	Labelling samples	labeled_INCOV137-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV137-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV137-BL	Labelling samples	labeled_INCOV137-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV141-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV141-AC	Labelling samples	labeled_INCOV141-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV141-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV141-BL	Labelling samples	labeled_INCOV141-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV142-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV142-AC	Labelling samples	labeled_INCOV142-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV142-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV142-BL	Labelling samples	labeled_INCOV142-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV144-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV144-AC	Labelling samples	labeled_INCOV144-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV144-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV144-BL	Labelling samples	labeled_INCOV144-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV145-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV145-AC	Labelling samples	labeled_INCOV145-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV145-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV145-BL	Labelling samples	labeled_INCOV145-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
